  position(cm)    EK(MeV)  xrms size(cm)   yrms size(cm)   zrms size(cm)   zrms size(deg)   pxrms(mrad)   pyrms(mrad)   pzrms(mrad)   Nemitx(cm*mrad)  Nemity(cm*mrad)  Nemitz(cm*rad)  Nemitz(KeV*ns)    betax(cm/rad)  betay(cm*rad)  betaz(cm*rad)  alphax         alphay         alphaz         transm         MBtransm     
        102.128         0.1664      0.0607974      0.0647348      0.0563992        11.6888        44.7044        38.9955        12.2671       0.214204       0.219174       0.129036        8.89921        3.32397        3.68299        4.74841        2.23018       -1.98044      -0.258223           9866           8140
        102.162       0.166533      0.0594182      0.0659098      0.0565101        11.7071        43.6879        38.0049        12.2851       0.214204       0.219211       0.129008        8.90081        3.17648         3.8192        4.77058        2.11063       -1.96209      -0.274939           9866           8140
        102.197       0.166747      0.0581017      0.0670308      0.0566281         11.724        42.2217        36.4667        12.3066       0.214196        0.21923        0.12899        8.90534        3.03967        3.95285        4.79477        1.96957       -1.90381      -0.292893           9866           8140
        102.232       0.167045      0.0568645      0.0680768      0.0567532        11.7394        40.3611        34.4115        12.3284       0.214181       0.219227       0.128982        8.91271        2.91468        4.08126        4.82105        1.81103       -1.80443      -0.311067           9866           8140
        102.267       0.167421      0.0557217      0.0690277      0.0568851        11.7535        38.1721        31.8943        12.3468       0.214161         0.2192       0.128981         8.9227        2.80235        4.20166        4.84935        1.63873       -1.66402      -0.328411           9866           8140
        102.302       0.167868      0.0546865      0.0698651      0.0570229        11.7663         35.732        28.9992        12.3581       0.214136       0.219148       0.128986        8.93493        2.70326        4.31123        4.87948        1.45596       -1.48399      -0.343913           9866           8140
        102.337       0.168372      0.0537707      0.0705724      0.0571656         11.778        33.1312        25.8489        12.3582       0.214109       0.219075       0.128995         8.9489        2.61782        4.40718        4.91113         1.2656       -1.26719      -0.356659           9866           8140
        102.372       0.168916       0.052984      0.0711353      0.0573116        11.7891        30.4754        22.6217        12.3441       0.214079       0.218983       0.129004        8.96402        2.54625         4.4869        4.94386        1.07001       -1.01783      -0.365889           9866           8140
        102.407       0.169482      0.0523345      0.0715422      0.0574593        11.7997        27.8899        19.5826        12.3136       0.214047       0.218877       0.129013        8.97962        2.48865        4.54802        4.97721       0.871162      -0.741448      -0.371053           9866           8140
        102.442       0.170049      0.0518283      0.0717844      0.0576069        11.8103        25.5225        17.1212         12.266       0.214015       0.218765       0.129018        8.99498        2.44502        4.58856        5.01066       0.670598      -0.444679      -0.371845           9866           8140
        102.477       0.170595      0.0514696      0.0718561      0.0577528        11.8213        23.5421        15.7385        12.2022       0.213984       0.218652       0.129017        9.00938        2.41529        4.60705        5.04369       0.469552      -0.135006      -0.368231           9866           8140
        102.512       0.171093      0.0512575      0.0717545      0.0586384         11.985        22.3214        15.8771        12.4079       0.215997       0.219109       0.135893        9.50339        2.37633        4.59068        4.94319       0.266227       0.178327      -0.306717           9866           8141
        102.548       0.171543       0.051199      0.0714816      0.0587622        11.9946         21.619        17.4351        12.3318       0.215983       0.218995       0.135927         9.5182        2.37383        4.56353        4.96864      0.0687503       0.488856       -0.29539           9866           8141
